island,species,sex,body_mass_g,bill_length_mm,bill_depth_mm,flipper_length_mm
Biscoe,Adelie,female,3605.8218406344517,36.05604283415534,19.07634937704359,191.99496413939042
Biscoe,Adelie,female,3559.614525417496,35.64519614842672,18.508802460527832,183.6737736983987
Biscoe,Adelie,female,3348.081015240205,37.86404035728593,16.106888547404147,183.8194454678438
Biscoe,Adelie,female,3264.1994859292786,37.4197765358114,17.39224911604095,189.93195089365432
Biscoe,Adelie,female,3238.588108677119,37.373644212553685,16.99014684249732,192.20660369698126
Biscoe,Adelie,female,3130.7154303061293,34.7163603669993,17.512749087030116,184.30355039249855
Biscoe,Adelie,female,3297.906042886041,35.37836966161688,17.046543060287835,186.63196458231297
Biscoe,Adelie,female,2934.6018701501166,35.463570071011965,17.61569501124778,194.59746075238175
Biscoe,Adelie,female,4114.294034803004,38.31083828099594,17.454775083474814,193.04643325847852
Biscoe,Adelie,female,3784.228543842097,36.96766697194751,17.614689638938156,189.38697573182594
Biscoe,Adelie,female,2983.5713683379863,36.42644195260085,18.060049082566103,182.96543193831414
Biscoe,Adelie,female,3230.885119529001,39.02049312323528,17.332768227233082,192.5391997322764
Biscoe,Adelie,female,3209.058372106584,40.384545346568146,17.1059074340264,182.9720994764484
Biscoe,Adelie,female,3637.283804912133,36.526810141616366,17.742477809447276,180.8925835869835
Biscoe,Adelie,female,3340.706323550872,40.14456696310957,16.47955910314082,184.13851433985982
Biscoe,Adelie,female,3456.268085407823,37.26517995329999,18.12356872498993,194.87771091069916
Biscoe,Adelie,female,3359.493338827607,36.93954551611599,16.4637114825086,189.71969102503988
Biscoe,Adelie,female,3354.612893606018,36.45336713837792,16.69994652009385,184.88322629274728
Biscoe,Adelie,female,3839.3606692984763,37.201250714641475,18.221648251205984,195.00453165486047
Biscoe,Adelie,female,3291.662392267631,38.35525142368912,18.110109484967605,199.82563049542452
Biscoe,Adelie,female,3890.225278153321,35.917166415663075,19.492786258587426,186.05139799092058
Biscoe,Adelie,female,2837.3283424771053,33.99548823892831,16.269787967656512,187.83006098208762
Biscoe,Adelie,female,3570.088233687803,35.86439789011245,17.774543489173904,192.32069554432516
Biscoe,Adelie,female,3411.933693940487,41.01618678812234,16.57024393326767,178.30386033241845
Biscoe,Adelie,female,3443.4516236781874,34.90824808529448,16.93334185911891,192.4716901307805
Biscoe,Adelie,female,3499.7548723576,37.578548558018845,18.43487588043386,183.08599160926377
Biscoe,Adelie,female,3196.7210232025573,36.182427870405554,18.149866022170325,193.51516500927775
Biscoe,Adelie,female,3254.853448931618,36.14769066171999,17.996698512913806,188.41949306210788
Biscoe,Adelie,female,3019.4640606348216,37.36193475653727,16.959154596014297,184.75116107431114
Biscoe,Adelie,female,3001.130181907057,37.17312961998401,17.443707038342765,191.34147483148698
Biscoe,Adelie,female,3473.541675730648,35.60073573348827,17.060320401605466,191.87645241016364
Biscoe,Adelie,female,3523.2640887617363,36.1711089575798,18.131814910847048,188.6139003671051
Biscoe,Adelie,female,3387.55816973955,35.68908230477488,17.898589676050058,183.19665149960176
Biscoe,Adelie,female,3686.009545397013,33.16241993210417,18.13939599019321,199.85284967822346
Biscoe,Adelie,female,4073.4482819938457,36.631567276945084,16.484889109919298,195.008914835176
Biscoe,Adelie,female,3200.701869331803,36.995853272786285,17.35283957920059,181.1440819250311
Biscoe,Adelie,female,2576.1569570158517,40.78740356453284,16.655039692978647,184.0310472235338
Biscoe,Adelie,female,3714.7722307721915,32.75038101099146,19.553536679883663,188.61059900596499
Biscoe,Adelie,female,3125.753408091842,38.160020594488124,16.947867830680423,182.15540368540297
Biscoe,Adelie,female,3133.0222698238695,33.04850468378257,18.273570586221307,183.57166725881436
Biscoe,Adelie,female,3721.6037462409704,36.89203127024188,19.108637847049664,186.09346824583577
Biscoe,Adelie,female,3271.5040863362897,34.65671492634566,16.508758459264826,187.04988145772822
Biscoe,Adelie,female,2950.0159606742186,37.27446984973955,17.578206992240975,186.2969006703101
Biscoe,Adelie,female,3431.4567599211387,36.162456490109136,18.785738057485307,203.94127682795514
Biscoe,Adelie,female,3321.6111953640702,37.05073049543634,15.866875350937415,187.2843831256867
Biscoe,Adelie,female,3371.3159076908396,37.59149804046169,20.168064866448198,184.65996844593596
Biscoe,Adelie,female,3501.6781177967173,37.71722524758354,17.437939269880914,184.96835868792635
Biscoe,Adelie,female,3241.982285679311,35.52851360199011,16.321918373722497,189.4698875264708
Biscoe,Adelie,female,3590.730393619524,37.94835171964611,19.039850206170087,178.12509621799288
Biscoe,Adelie,female,3293.599895022556,40.93719087530492,17.45301307095766,184.84804587714112
Biscoe,Adelie,female,3483.2822547778756,37.79602522066398,17.453945504148262,187.33157344272573
Biscoe,Adelie,female,3746.1159528057456,36.778565104179684,17.375936498202346,182.4211624373515
Biscoe,Adelie,female,3518.755846220624,36.31955793981829,17.16033715298624,192.7735061993916
Biscoe,Adelie,female,3257.3481581686065,36.16883757139623,17.6446307955618,189.01394090480701
Biscoe,Adelie,female,3764.0188840321084,40.78747782249902,18.01805540909268,175.74394243818492
Biscoe,Adelie,female,3710.5598070102396,36.93394681043321,17.274273293835318,189.87162940309278
Biscoe,Adelie,female,3557.757955154194,35.85479115510668,19.151229568072363,178.72626275127465
Biscoe,Adelie,female,3451.2433019455716,34.96021276177545,18.691241167762463,196.68588617059268
Biscoe,Adelie,female,3153.6412647745833,37.63447002895721,17.27538798675019,186.5798023178333
Biscoe,Adelie,female,3836.6805584303493,38.180008338806765,18.63342584863222,188.7182363884215
Biscoe,Adelie,female,3163.1620457520407,34.62123062333843,18.36576019376826,183.64629516568948
Biscoe,Adelie,female,4120.550805201178,40.577765239509276,18.39413973149697,199.55432629997784
Biscoe,Adelie,female,3895.7235928226346,38.32096982335315,19.6506288124391,191.44783352715632
Biscoe,Adelie,female,3288.308995214335,36.42993216743084,17.140649413799572,193.09935720622676
Biscoe,Adelie,female,3016.80535887528,40.038942595672054,18.252099903303773,179.9940521679454
Biscoe,Adelie,female,3125.3702208755526,36.895002765506824,16.727701219528672,178.4872605956389
Biscoe,Adelie,female,3457.444851610699,34.05443355360265,14.685086512481881,201.38885161924452
Biscoe,Adelie,female,3284.647167829044,37.381888900936815,18.815546494033402,178.95103952228806
Biscoe,Adelie,female,3249.8866372005486,37.73379385795309,16.247588711151963,193.77334809724172
Biscoe,Adelie,female,3042.4895514443074,36.447278729962136,16.58683868188282,181.6670228753828
Biscoe,Adelie,female,3353.8849907431604,37.89454982028671,17.947440054364723,183.02248597462219
Biscoe,Adelie,female,3099.716875534251,35.75435833424707,17.712609561101793,186.18814731401713
Biscoe,Adelie,female,2796.400113827349,35.51344957118652,15.252848775253186,186.34539748675024
Biscoe,Adelie,female,3238.7269326042583,37.19034655555466,19.566670494131007,185.1754780686911
Biscoe,Adelie,female,3684.9861395543685,39.583309219667775,18.921944767629743,187.142996466528
Biscoe,Adelie,female,3171.7437921396204,39.5637802836038,19.239849084150425,180.24297573336403
Biscoe,Adelie,female,3578.0348405905465,38.39873287078874,16.119857950398725,201.43345545701635
Biscoe,Adelie,female,2813.541847927736,35.52264123161324,16.771607236627776,192.63236036714613
Biscoe,Adelie,female,3350.302532725127,40.87496236545623,18.746560464779048,178.33896093378362
Biscoe,Adelie,female,3547.773769185155,41.02301964790812,15.225641824596948,182.1639447644888
Biscoe,Adelie,female,3472.776396076023,38.592314278701544,18.0444251511684,185.38469039848013
Biscoe,Adelie,female,3405.6504469095644,36.72635160855296,18.32117494139577,183.10331056702648
Biscoe,Adelie,female,3149.299528301667,38.94402223557753,17.47645513667179,179.77145392688283
Biscoe,Adelie,female,3077.335604213554,35.3329265782381,18.163058047558476,201.1262554046571
Biscoe,Adelie,female,3017.616504984727,36.72202567612996,17.064373888654156,177.46345020645094
Biscoe,Adelie,female,3409.7017683148624,37.629816978109815,17.741313613267685,190.49381893471127
Biscoe,Adelie,female,3043.9016069381137,35.806163551646314,16.8493025310207,183.05594397979283
Biscoe,Adelie,female,3200.8104203945477,36.51199042085478,18.36568242344753,187.63465348028495
Biscoe,Adelie,female,3281.3995640809144,38.11523300505531,18.869937011005586,181.1703920612599
Biscoe,Adelie,female,4002.61267831653,37.20876828311615,18.999987269855414,194.534111807401
Biscoe,Adelie,female,3145.418106701668,36.11456891048964,18.268660161783913,182.1782663386523
Biscoe,Adelie,female,3450.149343557329,36.81454970660305,16.388321161762136,190.17782114424728
Biscoe,Adelie,female,3396.042278284153,38.51521650658778,15.976360590451202,194.05500368650488
Biscoe,Adelie,female,3039.0098848918374,35.792378090224794,17.698235444868242,177.03778774885134
Biscoe,Adelie,female,3344.863882659207,35.37462968922447,18.10024189171382,182.42123463255166
Biscoe,Adelie,female,3865.5650977285122,37.264715593160254,18.996483862966965,180.69295577204093
Biscoe,Adelie,female,3524.4001324417964,37.19587462478501,17.815733320387373,188.04819699658492
Biscoe,Adelie,female,3383.5367183193093,37.60441637749193,17.912815878564597,180.40330560230038
Biscoe,Adelie,female,3224.3046751790052,33.694113876649226,17.532790206345307,173.81217336562
Biscoe,Adelie,female,2664.073127326521,36.447914050201874,17.535317919579775,183.140587631382
Biscoe,Adelie,female,3757.831903323375,37.66969171872898,18.66704248069147,198.51422925089943
Biscoe,Adelie,female,2867.6177024687986,41.53747988433499,16.14213770015987,184.55873044854226
Biscoe,Adelie,female,3623.4550569895227,40.179057157453975,18.63454512806711,190.64633691550685
Biscoe,Adelie,female,4025.0472506639508,37.860921540319154,18.201288833051656,191.62359558881116
Biscoe,Adelie,female,2873.4688759463347,36.89381118532282,17.59963959724583,172.61671698763243
Biscoe,Adelie,female,3610.343247064639,36.915239174194035,18.812713585786945,191.18739399951812
Biscoe,Adelie,female,3279.2815172623796,35.94141823370288,17.03296612435444,184.1100521125478
Biscoe,Adelie,female,2829.3213388763165,37.4120414710226,16.879990896343145,184.1448388525352
Biscoe,Adelie,female,2849.078724301692,35.047070564580295,15.620548030460524,182.69703983833583
Biscoe,Adelie,female,2819.2521148683327,38.72515645245738,17.12938920209223,180.7662093197951
Biscoe,Adelie,female,3187.03170541512,39.480825353482224,18.271170377977548,177.59572955121487
Biscoe,Adelie,female,2867.2528692933734,39.27966756253782,17.00848042124533,182.34390574630814
Biscoe,Adelie,female,3605.6323012541593,36.17810489844634,19.24377031896539,184.77737781898693
Biscoe,Adelie,female,4090.681710812617,37.89599741225149,19.55184651563691,188.36370408555595
Biscoe,Adelie,female,2927.308309334688,35.86060844957339,16.848092486994776,177.90615234680573
Biscoe,Adelie,female,3639.8539079527695,37.89624748436091,18.22437866194671,192.94237497286895
Biscoe,Adelie,female,3633.5420958424975,38.67155832617446,18.53402544103339,179.40103449323752
Biscoe,Adelie,female,3483.4003863034563,38.021778248781395,17.889543059113993,190.46767887845095
Biscoe,Adelie,female,3022.9618324140683,40.37874692900492,18.103780609088158,185.06789744357073
Biscoe,Adelie,female,3328.35552433572,39.397728545976584,20.10537762610843,178.35550008440137
Biscoe,Adelie,female,3273.073926813889,39.96863354787857,17.715429685905573,178.49120794146435
Biscoe,Adelie,female,3562.6365477070462,35.55799872325115,16.8023319851262,195.386417204731
Biscoe,Adelie,female,3241.3501990390255,38.189348299158155,18.666137844084467,191.54957703887254
Biscoe,Adelie,female,3704.815174287483,36.11065654135574,16.21593126788872,198.17548634789574
Biscoe,Adelie,female,3240.6721506257823,34.67672185047604,17.075322004584528,184.9521514676929
Biscoe,Adelie,female,3730.90362960328,37.969317000692286,16.859256855663773,189.0920439377784
Biscoe,Adelie,female,3008.973796913566,36.65690584156618,18.295998303164563,182.02278101422397
Biscoe,Adelie,female,2936.517391610294,40.26106189876075,17.355648637111514,180.2919799865023
Biscoe,Adelie,female,4482.489245461719,39.302202042797454,19.00532425814305,200.03248867368487
Biscoe,Adelie,female,3226.091332480803,37.14176320456463,16.533142031216975,192.06387973349987
Biscoe,Adelie,female,3471.8014708595756,36.947405840485004,18.613423750879225,181.74468514678566
Biscoe,Adelie,female,3587.9977723896736,38.866493497240945,18.225736221129203,184.39678016340014
Biscoe,Adelie,female,3203.079162883142,32.3409940395214,18.623019027646215,195.05576175539008
Biscoe,Adelie,female,3546.838730653979,38.20031477468554,18.692795434078008,189.26543975937818
Biscoe,Adelie,female,3496.002195845029,37.2385733975793,17.497272811625994,193.704640639677
Biscoe,Adelie,female,3295.2376661907224,35.9598714080702,17.735015141770713,199.27123596672263
Biscoe,Adelie,female,3391.7518307142045,37.42705517855109,17.812878796526995,186.44848905708218
Biscoe,Adelie,female,3357.6116554779137,38.446335753541085,18.1944830496108,187.60838473288717
Biscoe,Adelie,female,4100.376370516034,35.92870457646842,17.816454580332785,193.7228633986511
Biscoe,Adelie,female,3114.705413310376,34.48570121748604,16.16054164628387,183.67475185311585
Biscoe,Adelie,female,2992.9184421189425,37.25125232226279,18.305077722078078,178.71873637680812
Biscoe,Adelie,female,3382.307927689324,36.38279910851872,18.016939424762857,186.0240139633378
Biscoe,Adelie,female,3475.930350194683,37.60956295729242,16.267961114389813,191.78056461510195
Biscoe,Adelie,female,3519.212668445191,35.46843507441004,19.7536925941845,192.9704078934131
Biscoe,Adelie,female,3211.8746346916805,39.27255267135393,17.91977992741306,186.74407024756266
Biscoe,Adelie,female,3004.118103359498,33.25303865579197,15.10764717417041,182.1363234903914
Biscoe,Adelie,female,3803.1357106550654,38.667152713292204,15.845577842182546,197.04449062123962
Biscoe,Adelie,female,3249.212707267302,39.84334818701235,17.511006079405703,187.3624955204892
Biscoe,Adelie,female,3072.0865173170523,37.859244280455584,18.48857656951359,178.85980502067022
Biscoe,Adelie,female,3288.1580790425483,37.06037905256013,17.40790306538094,187.16854989465264
Biscoe,Adelie,female,3301.5602566637485,34.38395162987439,17.935236758577233,190.88317052254507
Biscoe,Adelie,female,3750.532703487037,36.01575267667768,16.554409838302234,191.9172622543851
Biscoe,Adelie,female,3398.47767268042,37.178995139436545,18.79350063348078,180.6182350962681
Biscoe,Adelie,female,3628.3398376047357,39.993417390523376,17.907428915813952,185.96317745163054
Biscoe,Adelie,female,3197.8875632155673,38.93203372379755,17.292357226590568,178.19846112829038
Biscoe,Adelie,female,3442.97953712155,37.652672779690874,18.5836374459448,186.9683386968279
Biscoe,Adelie,female,3257.822967726356,32.91767437665003,16.591623852075077,183.64439857256548
Biscoe,Adelie,female,3401.7735771418374,40.54006351333155,18.52043487636771,190.95420216423315
Biscoe,Adelie,female,3061.819634604573,35.311280448068985,16.773401147751038,180.8910957828686
Biscoe,Adelie,female,2919.071848478252,38.06766238708366,16.038515919428825,186.56250014867334
Biscoe,Adelie,female,4055.2322109116562,34.61222998409535,18.942312242488285,201.50457147421528
Biscoe,Adelie,female,3575.650606027483,39.53182069603579,16.995406464864303,188.08090238755818
Biscoe,Adelie,female,2939.6397976286316,37.034019614779204,18.16449828294365,171.74736236183162
Biscoe,Adelie,female,3159.4396373276463,39.26406304923128,17.48281859489451,180.57276062692776
Biscoe,Adelie,female,2962.200111514555,35.68456089205342,17.242133039767747,176.6663160635371
Biscoe,Adelie,female,4124.564310319687,35.15656006108522,18.930547641938706,191.1532525940927
Biscoe,Adelie,female,3820.066019788116,34.13610521097145,17.612999775336625,194.5416454134906
Biscoe,Adelie,female,3278.237774779588,35.829758330226454,18.68076115712109,187.69828196198068
Biscoe,Adelie,female,3555.8778934543743,34.19635236869939,17.80232076050478,190.33807732039017
Biscoe,Adelie,female,3226.9838593326754,35.10902381050117,16.491476879137434,188.81689082062184
Biscoe,Adelie,female,3205.773254507864,37.44763052616058,19.84199197446052,181.61375923939033
Biscoe,Adelie,female,3098.3948881549154,36.19575554350706,18.512302952040258,192.33980230854675
Biscoe,Adelie,female,3165.12498226201,38.96824200737414,18.923937571001368,180.27150219505927
Biscoe,Adelie,female,3936.397228354362,37.961645737986615,20.14690319999028,186.60748304828337
Biscoe,Adelie,female,3350.703352045583,35.12913533269315,16.85289950094515,194.32144553993362
Biscoe,Adelie,female,3410.3066417127952,36.434230368070246,18.832830160468163,183.62243336411902
Biscoe,Adelie,female,3453.1365737108085,36.697241153384574,20.48657213413334,173.04914411428084
Biscoe,Adelie,female,3792.6075172759297,39.30737639957482,18.77802100281007,194.12516660281702
Biscoe,Adelie,female,3192.1062651172797,38.38000133671731,18.15546304353784,180.5834474519779
Biscoe,Adelie,female,3028.3822313605247,38.50106421025437,16.353805502155495,189.16627158429012
Biscoe,Adelie,female,3944.925410697556,36.99905212351536,19.684047403707833,185.13056728901066
Biscoe,Adelie,female,3217.804421677569,39.10234386860353,16.549906030857265,184.39148406628772
Biscoe,Adelie,female,3121.0499761131514,36.417846477875926,17.38511802748398,174.99008836104767
Biscoe,Adelie,female,2944.6208178630795,38.986051520377366,16.610171131837532,192.65563515085296
Biscoe,Adelie,female,2928.054474984614,33.880764704794316,17.84559988214137,183.85468402848343
Biscoe,Adelie,female,3172.1521221540183,36.514174480988416,15.383388424118092,188.70281024520594
Biscoe,Adelie,female,3581.5672486950752,38.66786100928953,18.12826886612845,190.15933232654976
Biscoe,Adelie,female,3750.4847844013066,36.97418178985856,19.752790794929602,194.23165056143017
Biscoe,Adelie,female,3612.3116786253627,38.01457880824854,18.009703646118368,194.30362790867719
Biscoe,Adelie,female,3244.4391852639237,36.589183112721244,19.57002881117997,182.67554131417742
Biscoe,Adelie,female,3389.786076665363,36.82903545789355,17.738586704228002,194.01905255852373
Biscoe,Adelie,female,3127.382195034692,39.11900938168313,18.31177741114429,176.14928895421656
Biscoe,Adelie,female,3122.9154756522557,38.55039056079338,16.535850896659117,192.425217453337
Biscoe,Adelie,female,3673.1765690508278,37.05553074998321,17.055503358155804,189.00756215158648
Biscoe,Adelie,female,3020.519519311688,34.318843387675294,17.990966832061286,181.03376481307075
Biscoe,Adelie,female,4040.9361931762273,35.90158988311703,17.71912804857947,189.03421096942702
Biscoe,Adelie,female,3338.2822091697235,38.48900087520898,16.25595158499808,188.73887884006896
Biscoe,Adelie,female,3443.0098788713003,35.91450620050264,18.497796718339746,187.3056697887742
Biscoe,Adelie,female,3115.702576468016,37.36361887126721,18.29967777090166,179.2373333756512
Biscoe,Adelie,female,3171.961037821778,36.637261256158965,16.44778841479334,194.45275621182086
Biscoe,Adelie,female,2916.9232510501943,36.61250100259542,16.787828834866144,188.2449652120511
Biscoe,Adelie,female,3306.508666134762,32.8784190750891,16.92015571996434,184.60578374772575
Biscoe,Adelie,female,3513.204656234625,39.546052667148345,16.494622976072456,191.068013521435
Biscoe,Adelie,female,3480.776329664836,37.38319704925724,17.782376746746255,179.68340970370332
Biscoe,Adelie,female,3100.9161810604783,40.45595994397084,16.706947347079137,180.86523595180435
Biscoe,Adelie,female,3098.4548552012443,36.22936489296805,16.743037333264038,184.47523675944396
Biscoe,Adelie,female,3196.7543030774314,35.24126617140018,16.59856184795026,194.95555825117435
Biscoe,Adelie,female,3883.1748601547642,35.11553644896209,17.776664429306884,191.18081050878052
Biscoe,Adelie,female,2978.6713151170084,40.57267199827242,16.099966754445237,185.92138560972572
Biscoe,Adelie,female,3307.8131891428175,36.54008997621083,18.553027554281428,187.33127366732404
Biscoe,Adelie,female,4022.6651593591873,34.73746282890576,19.08639098711043,199.7794867433924
Biscoe,Adelie,female,3334.661493749573,38.14349873603069,17.248049313575017,183.83089165836472
Biscoe,Adelie,female,2902.2003987226217,37.392165299548836,17.05092966226688,189.72603877252502
Biscoe,Adelie,female,3140.9781104768717,37.29019956851261,17.318288610937735,186.6925007477707
Biscoe,Adelie,female,3536.0800225545445,36.88090059550655,17.225712175350367,186.1732632801012
Biscoe,Adelie,female,3240.2723569735012,36.10108336079484,16.55671743299603,190.87497406283208
Biscoe,Adelie,female,3176.3605022329043,34.991136990471155,17.757667840524512,181.99752029400273
Biscoe,Adelie,female,3251.1263648855265,37.33096183978855,17.55855341869334,194.29410826030605
Biscoe,Adelie,female,3400.2611332309525,36.785039333972584,16.949452891613014,204.64439873891018
Biscoe,Adelie,female,3918.3869631707353,33.38608984743031,17.15848085354555,188.72336233164145
Biscoe,Adelie,female,3338.94178514739,36.68771743447228,17.41794137797552,181.75266928390863
Biscoe,Adelie,female,3740.52913871297,37.273142559208495,16.63098795694448,191.9178977903868
Biscoe,Adelie,female,3585.987239568717,39.86372925941791,18.21688808587381,185.91048888595688
Biscoe,Adelie,female,3330.230064985388,37.29390933310019,16.266085542069497,193.9000501257881
Biscoe,Adelie,female,2842.805862091399,37.515095700356355,16.22556090837401,183.61250097335142
Biscoe,Adelie,female,3190.233521035722,37.14792726289908,16.41674249227633,197.58564435900877
Biscoe,Adelie,female,3201.1208954732747,38.40862344589174,17.45525560901452,178.5645026007372
Biscoe,Adelie,female,3385.605995278314,38.719695041947155,18.528245852689576,175.9497532391146
Biscoe,Adelie,female,3815.9509377240665,38.93876348810363,18.659903590038937,184.29111397661515
Biscoe,Adelie,female,4156.922338633374,38.14780561676978,18.39323654970445,193.80966316836233
Biscoe,Adelie,female,3900.867062518846,35.23616198699056,18.121027549336112,191.70562079105756
Biscoe,Adelie,female,3323.511644060508,35.41699621918814,16.245267848373743,196.02811004438024
Biscoe,Adelie,female,2766.041342481721,37.74488325395049,17.354699038321407,177.40312116097118
Biscoe,Adelie,female,3235.770953612602,40.218873877120664,17.734405802462394,187.42967988601484
Biscoe,Adelie,female,3399.9237062430166,38.76742001495565,18.13504446584826,191.50106278891874
Biscoe,Adelie,female,3659.484102443072,38.17514830183231,17.865765380774246,198.2341575271722
Biscoe,Adelie,female,3699.9034071611686,37.316250596276774,18.065048750424285,191.73100781395462
Biscoe,Adelie,female,3604.311917785204,38.43418996535232,20.100328012513977,194.42282344645008
Biscoe,Adelie,female,2890.06305341197,33.490099665795746,18.202064940726338,185.67623718214315
Biscoe,Adelie,female,3661.0844223876747,37.872310230212875,17.833019430641485,197.04787736808007
Biscoe,Adelie,female,3216.0212587573005,39.54101701252692,18.329107150247253,175.62905998359327
Biscoe,Adelie,female,3429.3551151023025,37.5685790142112,18.962954927951735,187.82361889203378
Biscoe,Adelie,female,3394.973947043163,39.11652793757561,20.05681379427684,180.91290055888274
Biscoe,Adelie,female,3516.2506664434463,36.90925295154947,17.558161590153723,204.33908048229893
Biscoe,Adelie,female,3377.7718951865727,36.95058172645881,16.93642988841636,189.99580555667478
Biscoe,Adelie,female,2796.5585367894155,36.482507360193765,15.104941507146332,186.54121768742576
Biscoe,Adelie,female,3622.219810097065,40.216005176094036,17.88649866363963,196.80002777720293
Biscoe,Adelie,female,3501.9866414703633,37.26187487636107,16.751957565279422,178.72852586531894
Biscoe,Adelie,female,3278.004442368649,36.6474904038157,17.136133526348356,195.0924843247544
Biscoe,Adelie,female,3409.911652404546,39.902013372514844,17.85626487322896,185.60128456630184
Biscoe,Adelie,female,3415.400462424322,35.8040967315242,17.55466180458713,182.3324521342906
Biscoe,Adelie,female,3445.2405445252416,35.99269575142619,18.613919218278404,186.7238548974427
Biscoe,Adelie,female,3932.8598631618815,33.54151075314894,17.955479612037834,197.1036638469082
Biscoe,Adelie,female,3294.1292835354225,37.180964059696315,16.944731038958743,180.7575759935655
Biscoe,Adelie,female,3427.0512373465162,37.280176553899686,18.54498246869605,186.63818187550336
Biscoe,Adelie,female,3770.570366788578,37.282552257542825,18.204950749957675,197.00088172017658
Biscoe,Adelie,female,3731.327619579366,37.23436546070914,18.893781811935167,198.70067793750232
Biscoe,Adelie,female,3762.784938569878,41.00148520415039,18.506569512231632,177.66444959771752
Biscoe,Adelie,female,3170.9394592813724,40.1457744299009,17.056006265395087,189.74422500043505
Biscoe,Adelie,female,4057.0204857491944,37.71740416565586,17.399289424407122,204.17220998263315
Biscoe,Adelie,female,3392.252161807947,38.36727942703362,19.119012620274432,184.16716943013262
Biscoe,Adelie,female,4010.542828641652,37.62494891692197,18.403532697710318,190.53678887499925
Biscoe,Adelie,female,2905.2510795861012,40.643503199654894,17.972728379964042,191.76869688003092
Biscoe,Adelie,female,3376.42650738966,39.81265009952981,17.377094442381264,199.1900785976487
Biscoe,Adelie,female,3798.6219425250706,39.571191695736026,16.955139161469315,191.39723707586512
Biscoe,Adelie,female,3123.7108704254865,35.581027071538834,18.105164046025,178.17521778127875
Biscoe,Adelie,female,3110.8229817557544,39.24622596818249,16.971224712921355,181.16706423893427
Biscoe,Adelie,female,3046.93094463717,38.507746901193926,18.0287968079677,187.60977548981683
Biscoe,Adelie,female,3007.7684530331207,36.93326532379616,17.54634243333354,189.3429804444693
Biscoe,Adelie,female,3219.180442919393,37.895836339404774,17.201091983405824,184.28117789936084
